yob1,W_HO_PTA_m_SB,UW_HO_PTA_m_SB,T_W_HO_PTA_m_SB,T_UW_HO_PTA_m_SB,HO_ptam_RegCow_1,W_HO_SD_m_SB,W_BY1_HO_SD_m_SB,UW_HO_SD_m_SB,UW_BY1_HO_SD_m_SB,T_W_HO_SD_m_SB,T_UW_HO_SD_m_SB,W_BY1_HO_PTA_m_SB,HO_ptam_RegCow_4,W_HO_REL_m_SB,UW_HO_REL_m_SB,T_W_HO_REL_m_SB,T_UW_HO_REL_m_SB,W_BY1_HO_REL_m_SB,W_HO_NUM_PTA_SB,UW_HO_NUM_PTA_SB,T_W_HO_NUM_PTA_SB,T_UW_HO_NUM_PTA_SB,W_BY1_HO_NUM_PTA_SB,yob2,W_HO_PTA_m_SC,UW_HO_PTA_m_SC,T_W_HO_PTA_m_SC,T_UW_HO_PTA_m_SC,HO_ptam_RegCow_2,W_HO_SD_m_SC,W_BY1_HO_SD_m_SC,UW_HO_SD_m_SC,UW_BY1_HO_SD_m_SC,T_W_HO_SD_m_SC,T_UW_HO_SD_m_SC,W_BY1_HO_PTA_m_SC,HO_ptam_RegCow_5,W_HO_REL_m_SC,UW_HO_REL_m_SC,T_W_HO_REL_m_SC,T_UW_HO_REL_m_SC,W_BY1_HO_REL_m_SC,W_HO_NUM_PTA_SC,UW_HO_NUM_PTA_SC,T_W_HO_NUM_PTA_SC,T_UW_HO_NUM_PTA_SC,W_BY1_HO_NUM_PTA_SC,yob3,W_HO_PTA_m_DB,UW_HO_PTA_m_DB,T_W_HO_PTA_m_DB,T_UW_HO_PTA_m_DB,HO_ptam_RegCow_3,W_HO_SD_m_DB,W_BY1_HO_SD_m_DB,UW_HO_SD_m_DB,UW_BY1_HO_SD_m_DB,T_W_HO_SD_m_DB,T_UW_HO_SD_m_DB,W_BY1_HO_PTA_m_DB,HO_ptam_RegCow_6,W_HO_REL_m_DB,UW_HO_REL_m_DB,T_W_HO_REL_m_DB,T_UW_HO_REL_m_DB,W_BY1_HO_REL_m_DB,W_HO_NUM_PTA_DB,UW_HO_NUM_PTA_DB,T_W_HO_NUM_PTA_DB,T_UW_HO_NUM_PTA_DB,W_BY1_HO_NUM_PTA_DB,yob4,W_HO_PTA_m_DC,UW_HO_PTA_m_DC,T_W_HO_PTA_m_DC,T_UW_HO_PTA_m_DC,HO_ptam_AllCow_1,W_HO_SD_m_DC,W_BY1_HO_SD_m_DC,UW_HO_SD_m_DC,UW_BY1_HO_SD_m_DC,T_W_HO_SD_m_DC,T_UW_HO_SD_m_DC,W_BY1_HO_PTA_m_DC,HO_ptam_AllCow_2,W_HO_REL_m_DC,UW_HO_REL_m_DC,T_W_HO_REL_m_DC,T_UW_HO_REL_m_DC,W_BY1_HO_REL_m_DC,W_HO_NUM_PTA_DC,UW_HO_NUM_PTA_DC,T_W_HO_NUM_PTA_DC,T_UW_HO_NUM_PTA_DC,W_BY1_HO_NUM_PTA_DC,yob5,W_BY1_HO_SD_m_SB_1,W_BY1_HO_SD_m_SC_1,W_BY1_HO_SD_m_DB_1,W_BY1_HO_SD_m_DC_1,W_HO_SD_m_SB_1,W_HO_SD_m_SC_1,W_HO_SD_m_DB_1,W_HO_SD_m_DC_1,UW_BY1_HO_SD_m_SB_1,UW_BY1_HO_SD_m_SC_1,UW_BY1_HO_SD_m_DB_1,UW_BY1_HO_SD_m_DC_1,UW_HO_SD_m_SB_1,UW_HO_SD_m_SC_1,UW_HO_SD_m_DB_1,UW_HO_SD_m_DC_1,T_W_HO_SD_m_SB_1,T_W_HO_SD_m_SC_1,T_W_HO_SD_m_DB_1,T_W_HO_SD_m_DC_1,yob6,GenInt_SB,GenInt_SC,GenInt_DB,GenInt_DC,nGI_SB,nGI_SC,nGI_DB,nGI_DC,yob7,UW_BY1_HO_PTA_m_SB,HO_ptam_RegCow_7,HO_numm_RegCow,HO_ptam_AllCow_3,HO_numm_AllCow
2001,321.7131287,-155.6469818,329.5669764,-164.8102468,-597.0036177,918.7167463,942.5749023,441.3566358,378.0682894,926.570594,432.1933708,-66.86430343,-597.0036177,0.972663338,0.897451474,0.972815239,0.896763222,0.964313621,7366,259,6482,241,7105,2001,188.5413269,-286.9876954,122.7987194,-288.1803648,-597.0036177,785.5449446,768.6720662,310.0159222,298.0389516,719.802337,308.8232528,-238.4828957,-597.0036177,0.973981996,0.841899181,0.965638743,0.842115545,0.964367211,1067469,3222,672134,3195,736277,2001,-239.9933201,-344.7237976,-236.9992168,-340.0655387,-597.0036177,357.0102975,269.2350953,252.2798201,143.0410313,360.0044008,256.9380789,-591.295503,-597.0036177,46.25554898,34.10411765,45.24722565,33.63000904,41.95366739,6758,3400,6488,3319,6885,2001,-541.8672166,-552.582495,-540.6135137,-552.337223,-575.2852401,33.41802346,47.83969674,22.70274509,29.24441324,34.67172646,22.94801707,-816.8799951,-575.2852401,49.84832319,47.45140415,49.71714922,47.5474728,48.80152332,614293,374106,583700,370212,549853,2001,942.5749023,768.6720662,269.2350953,47.83969674,918.7167463,785.5449446,357.0102975,33.41802346,378.0682894,298.0389516,143.0410313,29.24441324,441.3566358,310.0159222,252.2798201,22.70274509,926.570594,719.802337,360.0044008,34.67172646,2001,6.730115444,6.675471302,4.227077782,3.999551151,7105,736277,6885,549853,2001,-575.418609,-597.0036177,159100,-575.2852401,769854
2002,326.1454442,-222.1146123,405.4689504,-265.200339,-534.2665319,860.4119761,858.4631007,312.1519196,442.9836026,939.7354824,269.0661929,-104.223472,-534.2665319,0.969134199,0.889999744,0.965873477,0.889344007,0.960657057,5973,218,3405,183,7044,2002,159.4131644,-246.066451,38.0073104,-246.5492476,-534.2665319,693.6796964,781.5770846,288.2000809,316.8584186,572.2738423,287.7172844,-167.349574,-534.2665319,0.968460497,0.851191283,0.945297693,0.851429716,0.967082929,799110,3122,356069,3049,771439,2002,-275.2405219,-347.1419624,-267.9912006,-338.0759029,-534.2665319,259.0260101,317.9561669,187.1245695,191.1598269,266.2753314,196.190629,-477.1085178,-534.2665319,46.75687588,33.8151546,44.59200618,33.17642883,41.51060738,5672,2943,5179,2817,6882,2002,-471.3664385,-480.0019516,-470.11158,-479.733594,-503.4641015,32.09766303,47.46551674,23.46214994,28.32578188,33.35252156,23.73050751,-740.5078803,-503.4641015,49.82763863,47.47191026,49.62204222,47.64439736,49.07237245,643346,391780,583335,382320,567191,2002,858.4631007,781.5770846,317.9561669,47.46551674,860.4119761,693.6796964,259.0260101,32.09766303,442.9836026,316.8584186,191.1598269,28.32578188,312.1519196,288.2000809,187.1245695,23.46214994,939.7354824,572.2738423,266.2753314,33.35252156,2002,6.797923369,6.656008927,4.177151517,3.96657369,7044,771439,6882,567191,2002,-453.3001682,-534.2665319,154783,-503.4641015,807550
2003,485.2744939,-188.3805658,247.0657825,-407.2419497,-490.9353563,976.2098503,844.8192217,302.5547906,336.3025693,738.0011389,83.69340668,-44.93559401,-490.9353563,0.979139187,0.890047141,0.935988731,0.872684938,0.958230565,7588,211,364,108,7088,2003,325.4920145,-179.0210003,-78.25265479,-175.4750482,-490.9353563,816.4273709,769.2254815,311.914356,311.6408999,412.6827016,315.4603082,-119.221049,-490.9353563,0.970020174,0.854447131,0.922566634,0.855639529,0.968308159,840516,3013,219115,2915,792141,2003,-125.8811913,-248.9497177,-125.2676439,-233.5084583,-490.9353563,365.054165,314.9006513,241.9856386,203.9950135,365.6677124,257.4268981,-419.6758736,-490.9353563,52.01597115,38.11425613,48.2526557,37.14702539,40.96634407,5823,2897,4801,2639,6923,2003,-410.6261806,-420.3281813,-410.676878,-420.5311598,-444.2365637,33.61038317,42.54386627,23.90838239,26.62570743,33.55968568,23.70540401,-670.4815872,-444.2365637,50.20568747,47.88911841,49.88572478,48.16131925,49.31350314,651362,396486,541736,374667,577688,2003,844.8192217,769.2254815,314.9006513,42.54386627,976.2098503,816.4273709,365.054165,33.61038317,336.3025693,311.6408999,203.9950135,26.62570743,302.5547906,311.914356,241.9856386,23.90838239,738.0011389,412.6827016,365.6677124,33.55968568,2003,6.726769985,6.676401056,4.206258676,3.934279614,7088,792141,6923,577688,2003,-495.9802483,-490.9353563,148622,-444.2365637,826811
2004,611.4532886,-217.0822662,-519.7863625,#N/A,-444.91064,1056.363929,786.7129509,227.8283737,297.5266959,-74.87572248,#N/A,-37.96359809,-444.91064,0.977372327,0.890775992,0.890335856,#N/A,0.965264621,7494,219,119,#N/A,7098,2004,250.2402586,-148.28872,-65.01904914,-150.1892987,-444.91064,695.1508985,743.5075579,296.6219199,288.4381579,379.8915908,294.7213412,-85.51530879,-444.91064,0.968708122,0.853749738,0.923372353,0.854640487,0.969329527,737044,3000,199710,2881,835677,2004,-64.21159494,-181.8681295,-76.79945456,-166.3557079,-444.91064,380.699045,312.5505561,263.0425105,215.4380816,368.1111854,278.554932,-363.5691693,-444.91064,62.81046256,42.58480208,55.03032959,40.85259516,44.50993092,9080,3461,5704,2890,6948,2004,-356.4256605,-365.8724489,-360.4331839,-366.9436564,-390.071224,33.64556355,41.05278414,24.19877509,26.46110997,29.63804016,23.12756769,-597.144828,-390.071224,50.44327997,48.06247205,49.88807838,48.48475988,49.44796293,691969,420428,489816,367320,606827,2004,786.7129509,743.5075579,312.5505561,41.05278414,1056.363929,695.1508985,380.699045,33.64556355,297.5266959,288.4381579,215.4380816,26.46110997,227.8283737,296.6219199,263.0425105,24.19877509,-74.87572248,379.8915908,368.1111854,29.63804016,2004,6.820028354,6.771880329,4.256764537,3.888529702,7098,835677,6948,606827,2004,-470.8288801,-444.91064,147622,-390.071224,870121
2005,657.4671121,-66.23316722,#N/A,#N/A,-389.3916,1046.858712,751.7735734,323.1584328,336.9706528,#N/A,#N/A,-26.63334378,-389.3916,0.978515658,0.904545205,#N/A,#N/A,0.964753501,6610,209,#N/A,#N/A,6599,2005,255.7208561,-122.6371791,-12.88900658,-115.4375757,-389.3916,645.1124561,756.7510467,266.7544209,282.6934818,376.5025934,273.9540243,-21.31178164,-389.3916,0.972974868,0.859932761,0.928791795,0.861820948,0.97138541,965486,2837,193979,2696,884858,2005,45.72437626,-79.23491329,-11.35343065,-81.06254875,-389.3916,435.1159763,311.5052195,310.1566867,197.7947154,378.0381694,308.3290513,-310.4008024,-389.3916,70.0213496,48.3264774,54.45825826,44.18564006,45.66400246,10492,3452,3330,2117,6506,2005,-289.385188,-300.9746244,-298.3544671,-302.4656776,-326.5457355,37.1605476,39.10332133,25.57111113,24.82920554,28.19126839,24.08005789,-530.2989211,-326.5457355,51.44170126,49.20318807,50.27423512,49.46436968,49.86449468,734587,445474,385257,324106,636499,2005,751.7735734,756.7510467,311.5052195,39.10332133,1046.858712,645.1124561,435.1159763,37.1605476,336.9706528,282.6934818,197.7947154,24.82920554,323.1584328,266.7544209,310.1566867,25.57111113,#N/A,376.5025934,378.0381694,28.19126839,2005,6.962027205,6.913530978,4.325974676,3.873172969,6599,884858,6506,636499,2005,-367.5178179,-389.3916,147765,-326.5457355,918981
2006,389.3167739,-41.67165363,#N/A,#N/A,-323.3474398,712.6642137,805.2334669,281.6757862,378.8933278,#N/A,#N/A,100.2719246,-323.3474398,0.978664853,0.903026772,#N/A,#N/A,0.967453331,5476,185,#N/A,#N/A,6947,2006,237.495179,-40.41288464,108.2125084,-26.71214435,-323.3474398,560.8426188,767.347416,282.9345552,283.0201612,431.5599483,296.6352955,51.28528469,-323.3474398,0.962448984,0.861392549,0.930684384,0.866263921,0.972792445,750996,3037,120040,2377,915643,2006,65.52397001,4.355227122,35.20934705,18.39780998,-323.3474398,388.8714098,286.0087803,327.7026669,186.6239611,358.5567869,341.7452498,-275.5564707,-323.3474398,73.43451177,55.02779903,57.91382869,51.86742694,47.57891663,12361,3921,1938,1403,6849,2006,-220.4335482,-231.0037283,-224.5859097,-225.6439377,-256.8187118,36.38516357,36.1568574,25.81498347,23.38349828,32.23280212,31.17477411,-466.7383448,-256.8187118,51.23592307,49.03381138,49.65744119,49.43084308,49.97671108,759345,462714,220079,213941,665853,2006,805.2334669,767.347416,286.0087803,36.1568574,712.6642137,560.8426188,388.8714098,36.38516357,378.8933278,283.0201612,186.6239611,23.38349828,281.6757862,282.9345552,327.7026669,25.81498347,#N/A,431.5599483,358.5567869,32.23280212,2006,6.733134527,6.837644215,4.237465883,3.836313428,6947,915643,6849,665853,2006,-276.3328614,-323.3474398,147453,-256.8187118,951037
2007,280.9835727,47.39440277,#N/A,#N/A,-287.6708564,568.6544291,859.2982493,335.0652592,389.7313585,#N/A,#N/A,203.9734613,-287.6708564,0.974262494,0.906983863,#N/A,#N/A,0.970708202,4415,189,#N/A,#N/A,7100,2007,194.0727055,14.80636446,-235.8980054,-76.08051006,-287.6708564,481.7435619,753.4539998,302.4772209,306.9105523,51.77285094,211.5903463,104.7967341,-287.6708564,0.958314059,0.856765918,0.836805921,0.837372602,0.973635179,715125,2780,454,118,950584,2007,212.2875507,146.2772394,#N/A,#N/A,-287.6708564,499.9584071,333.6432174,433.9480958,215.9592789,#N/A,#N/A,-166.670155,-287.6708564,73.93905356,60.17100694,#N/A,#N/A,52.00643593,9615,3456,#N/A,#N/A,6992,2007,-162.9336809,-171.6483177,-155.7155145,-156.6025979,-195.8252617,32.8915807,34.65130408,24.17694388,22.93354729,40.10974711,39.22266369,-401.8806189,-195.8252617,50.47030225,48.66411665,50.67628889,50.52521343,50.37798025,765563,478297,8903,8785,695203,2007,859.2982493,753.4539998,333.6432174,34.65130408,568.6544291,481.7435619,499.9584071,32.8915807,389.7313585,306.9105523,215.9592789,22.93354729,335.0652592,302.4772209,433.9480958,24.17694388,#N/A,51.77285094,#N/A,40.10974711,2007,6.928109437,6.696764552,4.104100981,3.78145187,7100,950584,6992,695203,2007,-230.954115,-287.6708564,144848,-195.8252617,986102
2008,436.5621649,137.9556187,#N/A,#N/A,-240.8203655,677.3825304,883.2704465,378.7759843,219.798517,#N/A,#N/A,269.5943007,-240.8203655,0.974995341,0.907781826,#N/A,#N/A,0.973192304,4560,257,#N/A,#N/A,8595,2008,305.6565114,106.2698318,#N/A,#N/A,-240.8203655,546.476877,736.132607,347.0901973,281.204546,#N/A,#N/A,142.2163697,-240.8203655,0.958444969,0.844045256,#N/A,#N/A,0.974611767,607915,2724,#N/A,#N/A,1023203,2008,257.8281006,201.1103816,#N/A,#N/A,-240.8203655,498.6484661,348.1638293,441.9307471,222.3326746,#N/A,#N/A,-85.41575304,-240.8203655,75.0795264,65.79866489,#N/A,#N/A,60.73800564,9544,3745,#N/A,#N/A,8504,2008,-111.2559567,-119.5987393,#N/A,#N/A,-143.0883544,31.83239766,34.13780581,23.48961507,23.10658082,#N/A,#N/A,-336.5451592,-143.0883544,49.47870548,47.90709405,#N/A,#N/A,50.67701846,770879,499785,#N/A,#N/A,742287,2008,883.2704465,736.132607,348.1638293,34.13780581,677.3825304,546.476877,498.6484661,31.83239766,219.798517,281.204546,222.3326746,23.10658082,378.7759843,347.0901973,441.9307471,23.48961507,#N/A,#N/A,#N/A,#N/A,2008,7.290068761,6.814306125,3.877541704,3.753569499,8595,1023203,8504,742287,2008,-318.0816495,-240.8203655,147717,-143.0883544,1059497
2009,485.2737706,253.0764852,#N/A,#N/A,-179.3492281,664.6229987,852.7628241,432.4257132,344.6053089,#N/A,#N/A,318.6997096,-179.3492281,0.979486101,0.928281501,#N/A,#N/A,0.975554761,7924,291,#N/A,#N/A,10072,2009,308.1636355,161.7910754,#N/A,#N/A,-179.3492281,487.5128636,715.5824628,341.1403035,303.3665826,#N/A,#N/A,174.5353737,-179.3492281,0.956830162,0.840302123,#N/A,#N/A,0.974532772,598725,2778,#N/A,#N/A,1082205,2009,354.1954975,288.1724551,#N/A,#N/A,-179.3492281,533.5447255,373.5316631,467.5216831,280.2666442,#N/A,#N/A,-6.168295124,-179.3492281,77.29628956,70.66132776,#N/A,#N/A,67.91779729,10996,4308,#N/A,#N/A,10024,2009,-58.32645001,-68.93836568,#N/A,#N/A,-93.42225012,35.09580007,34.41329976,24.4838844,25.18509908,#N/A,#N/A,-270.8049579,-93.42225012,48.31017016,46.82044026,#N/A,#N/A,50.96012156,741119,507107,#N/A,#N/A,786766,2009,852.7628241,715.5824628,373.5316631,34.41329976,664.6229987,487.5128636,533.5447255,35.09580007,344.6053089,303.3665826,280.2666442,25.18509908,432.4257132,341.1403035,467.5216831,24.4838844,#N/A,#N/A,#N/A,#N/A,2009,6.887574148,6.879592047,3.853247483,3.716859513,10072,1082205,10024,786766,2009,-120.6795225,-179.3492281,148103,-93.42225012,1118689
2010,594.1291131,357.4482334,#N/A,#N/A,-107.622654,701.751767,805.0486789,465.0708874,347.3150542,#N/A,#N/A,394.7036027,-107.622654,0.953862228,0.886977779,#N/A,#N/A,0.979039711,18594,364,#N/A,#N/A,11989,2010,430.6885357,266.9932137,#N/A,#N/A,-107.622654,538.3111896,699.3524293,374.6158677,313.6070909,#N/A,#N/A,236.9514862,-107.622654,0.919194021,0.826636398,#N/A,#N/A,0.974287402,617012,2884,#N/A,#N/A,1131051,2010,394.7772413,318.4992903,#N/A,#N/A,-107.622654,502.3998953,439.421907,426.1219443,358.0422666,#N/A,#N/A,112.2250611,-107.622654,78.12521037,73.81991373,#N/A,#N/A,75.20227349,14855,5564,#N/A,#N/A,11964,2010,5.996622654,-6.920520166,#N/A,#N/A,-27.33228115,33.3289038,36.84737631,20.41176098,28.64762871,#N/A,#N/A,-205.1001404,-27.33228115,46.73653296,45.14459422,#N/A,#N/A,50.9971492,654097,477239,#N/A,#N/A,826784,2010,805.0486789,699.3524293,439.421907,36.84737631,701.751767,538.3111896,502.3998953,33.3289038,347.3150542,313.6070909,358.0422666,28.64762871,465.0708874,374.6158677,426.1219443,20.41176098,#N/A,#N/A,#N/A,#N/A,2010,5.357884244,6.349344019,3.859928405,3.663215852,11989,1131051,11964,826784,2010,-8.576326324,-107.622654,144282,-27.33228115,1165394
2011,899.8799076,723.5307816,#N/A,#N/A,-44.50957917,944.3894868,907.1345227,768.0403608,487.6921458,#N/A,#N/A,595.9598029,-44.50957917,0.792269093,0.78347928,#N/A,#N/A,0.98129278,12299,365,#N/A,#N/A,14408,2011,740.771108,520.8590746,#N/A,#N/A,-44.50957917,785.2806872,673.2578652,565.3686537,334.5593558,#N/A,#N/A,286.9765891,-44.50957917,0.787662123,0.778351726,#N/A,#N/A,0.974531754,419033,2694,#N/A,#N/A,1178962,2011,567.4078252,477.5898129,#N/A,#N/A,-44.50957917,611.9174044,496.176055,522.0993921,455.8252435,#N/A,#N/A,228.9271901,-44.50957917,78.37391159,76.01208865,#N/A,#N/A,78.29783983,11944,4467,#N/A,#N/A,14397,2011,62.02944164,43.50717353,#N/A,#N/A,27.2984634,34.73097824,38.30436065,16.20871014,29.96918742,#N/A,#N/A,-143.5432788,27.2984634,45.43320642,43.83266096,#N/A,#N/A,50.47011575,487996,393136,#N/A,#N/A,864636,2011,907.1345227,673.2578652,496.176055,38.30436065,944.3894868,785.2806872,611.9174044,34.73097824,487.6921458,334.5593558,455.8252435,29.96918742,768.0403608,565.3686537,522.0993921,16.20871014,#N/A,#N/A,#N/A,#N/A,2011,4.517517647,5.906946272,3.689962597,3.608689451,14408,1178962,14397,864636,2011,211.4765088,-44.50957917,138963,27.2984634,1212527
2012,887.9770071,654.3543313,#N/A,#N/A,19.01255397,868.9644531,676.5399697,635.3417773,468.0367866,#N/A,#N/A,486.5830797,19.01255397,0.775536824,0.774267769,#N/A,#N/A,0.969225078,11602,321,#N/A,#N/A,19919,2012,663.0671625,512.8299096,#N/A,#N/A,19.01255397,644.0546085,628.7326289,493.8173556,354.0924833,#N/A,#N/A,316.3865725,19.01255397,0.775424553,0.770719959,#N/A,#N/A,0.968416419,195443,2458,#N/A,#N/A,1376951,2012,522.0104455,479.1702131,#N/A,#N/A,19.01255397,502.9978916,501.4537129,460.1576591,446.8601642,#N/A,#N/A,313.4497016,19.01255397,77.29828119,75.5483249,#N/A,#N/A,78.63712677,10356,4149,#N/A,#N/A,19894,2012,92.28571865,76.29494829,#N/A,#N/A,62.15996518,30.12575347,35.32201564,14.13498311,26.59398239,#N/A,#N/A,-85.2990484,62.15996518,37.55982447,35.76842983,#N/A,#N/A,48.88080448,331102,309254,#N/A,#N/A,917610,2012,676.5399697,628.7326289,501.4537129,35.32201564,868.9644531,644.0546085,502.9978916,30.12575347,468.0367866,354.0924833,446.8601642,26.59398239,635.3417773,493.8173556,460.1576591,14.13498311,#N/A,#N/A,#N/A,#N/A,2012,3.454664629,5.600449335,3.330518139,3.573999601,19919,1376951,19894,917610,2012,266.7786492,19.01255397,126069,62.15996518,1422601
2013,1206.08822,#N/A,#N/A,#N/A,173.5023882,1032.585832,856.4002658,#N/A,648.356954,#N/A,#N/A,756.5368028,173.5023882,0.768109089,#N/A,#N/A,#N/A,0.880882869,1502,#N/A,#N/A,#N/A,16906,2013,1010.099185,775.7959289,#N/A,#N/A,173.5023882,836.5967969,681.6139064,602.2935407,482.2695788,#N/A,#N/A,436.1855496,173.5023882,0.768567859,0.763254788,#N/A,#N/A,0.936334763,4525,255,#N/A,#N/A,1199755,2013,767.482008,703.9392191,#N/A,#N/A,173.5023882,593.9796198,556.1692821,530.4368309,480.4682482,#N/A,#N/A,448.2755689,173.5023882,74.75737705,73.48927477,#N/A,#N/A,78.23924779,2440,979,#N/A,#N/A,16857,2013,229.2161473,189.6099955,#N/A,#N/A,150.0707033,79.14544396,32.58163709,39.53929222,18.48626224,#N/A,#N/A,-29.52396059,150.0707033,30.05556939,26.97976106,#N/A,#N/A,47.19509552,36153,33648,#N/A,#N/A,830506,2013,856.4002658,681.6139064,556.1692821,32.58163709,1032.585832,836.5967969,593.9796198,79.14544396,648.356954,482.2695788,480.4682482,18.48626224,#N/A,602.2935407,530.4368309,39.53929222,#N/A,#N/A,#N/A,#N/A,2013,2.844619518,5.40314402,3.015088835,3.543614753,16906,1199755,16857,830506,2013,543.3935118,173.5023882,62757,150.0707033,1244011
2014,#N/A,#N/A,#N/A,#N/A,250.4618896,#N/A,905.2779421,#N/A,672.3272809,#N/A,#N/A,888.144282,250.4618896,#N/A,#N/A,#N/A,#N/A,0.797534206,#N/A,#N/A,#N/A,#N/A,17671,2014,#N/A,#N/A,#N/A,#N/A,250.4618896,#N/A,732.8489613,#N/A,517.2815466,#N/A,#N/A,556.1028442,250.4618896,#N/A,#N/A,#N/A,#N/A,0.894963702,#N/A,#N/A,#N/A,#N/A,1066790,2014,#N/A,#N/A,#N/A,#N/A,250.4618896,#N/A,543.6422019,#N/A,473.5322677,#N/A,#N/A,521.7700168,250.4618896,#N/A,#N/A,#N/A,#N/A,77.30592572,#N/A,#N/A,#N/A,#N/A,17635,2014,#N/A,#N/A,#N/A,#N/A,235.0190572,#N/A,29.48654929,#N/A,14.56902296,#N/A,#N/A,23.87438704,235.0190572,#N/A,#N/A,#N/A,#N/A,43.49761373,#N/A,#N/A,#N/A,#N/A,804604,2014,905.2779421,732.8489613,543.6422019,29.48654929,#N/A,#N/A,#N/A,#N/A,672.3272809,517.2815466,473.5322677,14.56902296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014,2.612046303,5.209772823,2.763978749,3.42361921,17671,1066790,17635,804604,2014,651.0276667,250.4618896,62720,235.0190572,1103186
2015,#N/A,#N/A,#N/A,#N/A,406.3306873,#N/A,1071.167855,#N/A,#N/A,#N/A,#N/A,1141.539321,406.3306873,#N/A,#N/A,#N/A,#N/A,0.77838289,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,406.3306873,#N/A,776.4830002,#N/A,603.8003453,#N/A,#N/A,650.356083,406.3306873,#N/A,#N/A,#N/A,#N/A,0.86996189,#N/A,#N/A,#N/A,#N/A,92625,2015,#N/A,#N/A,#N/A,#N/A,406.3306873,#N/A,582.0761559,#N/A,495.0643008,#N/A,#N/A,645.7918883,406.3306873,#N/A,#N/A,#N/A,#N/A,75.70053737,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,297.6934711,#N/A,59.40999959,#N/A,28.2879827,#N/A,#N/A,93.32039118,297.6934711,#N/A,#N/A,#N/A,#N/A,35.85633123,#N/A,#N/A,#N/A,#N/A,74630,2015,1071.167855,776.4830002,582.0761559,59.40999959,#N/A,#N/A,#N/A,#N/A,#N/A,603.8003453,495.0643008,28.2879827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015,2.381610524,4.948636168,2.604014422,3.428547735,2047,92625,2047,74630,2015,#N/A,406.3306873,4223,297.6934711,94850
